"Ticker","TickerType","Company","Traded","Transaction","Trade_Size_USD","Subholding","Description","Name","Filed","Party","District","Chamber","Comments","excess_return","State","last_modified"
"MMP","","MAGELLAN MIDSTREAM PARTNERS L.P. LIMITED PARTNERSHIP",2015-10-23,"Purchase","$1,001 - $15,000","UBS BROKERAGE ACCOUNT","","Carlos Curbelo",2015-11-12,"R"," FL26","House","",-100.771011831057,"Florida",2023-11-16
"ATVI","","ACTIVISION BLIZZARD, INC",2015-10-23,"Sale","$1,001 - $15,000","UBS BROKERAGE ACCOUNT","","Carlos Curbelo",2015-11-12,"R"," FL26","House","",61.0396286730581,"Florida",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-23,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-214.603851779342,"Michigan",2023-11-16
"EFX","","EQUIFAX, INC.",2015-10-23,"Sale","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","","Lamar Smith",2015-11-12,"R"," TX21","House","",-8.5324568911025,"Texas",2023-11-16
"MITL","","MITEL NETWORKS CORPORATION - COMMON SHARES",2015-10-22,"Purchase","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",5.36740005495939,"New Jersey",2023-11-16
"CMCSK","","COMCAST CORPORATION - CLASS A SPECIAL",2015-10-22,"Sale","$15,001 - $50,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-4.86183738830065,"New Jersey",2023-11-16
"ARMH","","ARM HOLDINGS PLC - AMERICAN DEPOSITARY SHARES EACH REPRESENTING 3 ORDINARY SHARES",2015-10-22,"Sale","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","","Lamar Smith",2015-11-12,"R"," TX21","House","",34.1473373093827,"Texas",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-22,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-217.951612027856,"Michigan",2023-11-16
"COP","","TO A MERGER AGREEMENT. THIS TRANSACTION WAS NEITHER A SALE OR PURCHASE. CONOCOPHILLIPS",2015-10-21,"Sale","$50,001 - $100,000","","","Bill Flores",2015-11-16,"R"," TX17","House","",-27.481824119385,"Texas",2023-11-16
"DHR","","DANAHER CORPORATION",2015-10-21,"Purchase","$1,001 - $15,000","MORGAN STANLEY IRA - X141","","Lois Frankel",2015-11-30,"D"," FL22","House","",162.265496845824,"Florida",2023-11-16
"CAT","","CATERPILLAR, INC.",2015-10-21,"Sale","$1,001 - $15,000","MORGAN STANLEY SMITH BARNEY BROKERAGE ACCOUNT","","Debbie Dingell",2015-11-03,"D"," MI12","House","",243.918568556798,"Michigan",2023-11-16
"DHR","","DANAHER CORPORATION",2015-10-21,"Purchase","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","","Lamar Smith",2015-11-12,"R"," TX21","House","",162.265496845824,"Texas",2023-11-16
"T","","AT&T INC.",2015-10-21,"Purchase","$1,001 - $15,000","","","Bill Flores",2015-11-16,"R"," TX17","House","",-215.774345018735,"Texas",2023-11-16
"GOGO","","GOGO INC.",2015-10-21,"Sale","$1,001 - $15,000","EDWARD JONES BROKERAGE ACCOUNT","","Roger Williams",2016-08-01,"R"," TX25","House","",-198.149041802743,"Texas",2023-11-16
"NGLS","","TARGA RESOURCES PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNERSHIP INTERESTS",2015-10-21,"Sale","$1,001 - $15,000","MORGAN STANLEY SMITH BARNEY LLC BROKERAGE ACCOUNT","","Debbie Dingell",2015-11-03,"D"," MI12","House","",-60.8142526075012,"Michigan",2023-11-16
"LLY","","ELI LILLY AND COMPANY",2015-10-21,"Purchase","$1,001 - $15,000","","","Bill Flores",2015-11-16,"R"," TX17","House","",725.213709783827,"Texas",2023-11-16
"TYC","","TYCO INTERNATIONAL PLC",2015-10-21,"Sale","$1,001 - $15,000","MORGAN STANLEY IRA - X141","","Lois Frankel",2015-11-30,"D"," FL22","House","",18.1025008297579,"Florida",2023-11-16
"EMR","","EMERSON ELECTRIC COMPANY",2015-10-21,"Purchase","$15,001 - $50,000","","","Bill Flores",2015-11-16,"R"," TX17","House","",-15.1937736354763,"Texas",2023-11-16
"AOS","","A.O. SMITH CORPORATION",2015-10-21,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-0.452783801881282,"Florida",2023-11-16
"JNJ","","JOHNSON & JOHNSON",2015-10-21,"Purchase","$1,001 - $15,000","","","Bill Flores",2015-11-16,"R"," TX17","House","",-92.0807940313892,"Texas",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-21,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-223.096524185949,"Michigan",2023-11-16
"BMY","","BRISTOL-MYERS SQUIBB COMPANY",2015-10-21,"Purchase","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","","Lamar Smith",2015-11-12,"R"," TX21","House","",-170.370061869195,"Texas",2023-11-16
"WMB","","WILLIAMS COMPANIES, INC.",2015-10-21,"Sale","$15,001 - $50,000","","","Bill Flores",2015-11-16,"R"," TX17","House","",-162.697502917362,"Texas",2023-11-16
"IBM","","INTERNATIONAL BUSINESS MACHINES CORPORATION",2015-10-21,"Sale","$1,001 - $15,000","MORGAN STANLEY SMITH BARNEY BROKERAGE ACCOUNT","","Debbie Dingell",2015-11-03,"D"," MI12","House","",-118.513097558563,"Michigan",2023-11-16
"CCI","","CROWN CASTLE INTERNATIONAL CORP.",2015-10-21,"Purchase","$1,001 - $15,000","MORGAN STANLEY SMITH BARNEY LLC BROKERAGE ACCOUNT","","Debbie Dingell",2015-11-03,"D"," MI12","House","",-126.866212909664,"Michigan",2023-11-16
"DEL","","DELTIC TIMBER CORPORATION",2015-10-20,"Sale","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",13.651165448626,"New Jersey",2023-11-16
"MMM","","3M COMPANY",2015-10-20,"Sale","$1,001 - $15,000","IRA'S> ROLLOVER IRA","","David B. Mckinley",2015-11-02,"R"," WV01","House","",-182.031430315089,"West Virginia",2023-11-16
"TJX","","TJX COMPANIES, INC.",2015-10-20,"Purchase","$15,001 - $50,000","IRA'S> ROLLOVER IRA","","David B. Mckinley",2015-11-02,"R"," WV01","House","",14.7744253223008,"West Virginia",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-20,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-222.348740155823,"Michigan",2023-11-16
"FDS","","FACTSET RESEARCH SYSTEMS INC.",2015-10-20,"Sale","$15,001 - $50,000","IRA'S> ROLLOVER IRA","","David B. Mckinley",2015-11-02,"R"," WV01","House","",30.8602811411384,"West Virginia",2023-11-16
"EXPD","","EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",2015-10-20,"Purchase","$15,001 - $50,000","","","David B. Mckinley",2015-11-02,"R"," WV01","House","",-14.016777977715,"West Virginia",2023-11-16
"APD","","AIR PRODUCTS AND CHEMICALS, INC.",2015-10-20,"Purchase","$1,001 - $15,000","IRA'S> ROLLOVER IRA","","David B. Mckinley",2015-11-02,"R"," WV01","House","",-74.3422168220075,"West Virginia",2023-11-16
"ARG","","AIRGAS, INC.",2015-10-20,"Sale","$1,001 - $15,000","IRA'S> ROLLOVER IRA","","David B. Mckinley",2015-11-02,"R"," WV01","House","",56.0719096643074,"West Virginia",2023-11-16
"EXPD","","EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",2015-10-20,"Purchase","$1,001 - $15,000","IRA'S> ROLLOVER IRA","","David B. Mckinley",2015-11-02,"R"," WV01","House","",-14.016777977715,"West Virginia",2023-11-16
"MMM","","3M COMPANY",2015-10-20,"Sale","$15,001 - $50,000","","","David B. Mckinley",2015-11-02,"R"," WV01","House","",-182.031430315089,"West Virginia",2023-11-16
"RXN","","REXNORD CORPORATION",2015-10-20,"Sale","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",159.406902690177,"New Jersey",2023-11-16
"STX","","SEAGATE TECHNOLOGY.",2015-10-20,"Purchase","$1,001 - $15,000","MACARTHUR FAMILY 2008 IRR TR FBO ISABELLA MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-29.1626383070147,"New Jersey",2023-11-16
"NKE","","NIKE, INC.",2015-10-20,"Sale","$15,001 - $50,000","IRA'S> ROLLOVER IRA","","David B. Mckinley",2015-11-02,"R"," WV01","House","",-101.901535483978,"West Virginia",2023-11-16
"EFX","","EQUIFAX, INC.",2015-10-20,"Purchase","$15,001 - $50,000","IRA'S> ROLLOVER IRA","","David B. Mckinley",2015-11-02,"R"," WV01","House","",-17.5277232107835,"West Virginia",2023-11-16
"CMC","","COMMERCIAL METALS COMPANY",2015-10-19,"Purchase","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",84.0977095401181,"New Jersey",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-19,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-222.099172940397,"Michigan",2023-11-16
"CPPL","","COLUMBIA PIPELINE PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-19,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",6.02665680561166,"Michigan",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-16,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-222.841879831855,"Michigan",2023-11-16
"CPPL","","COLUMBIA PIPELINE PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-16,"Sale","$15,001 - $50,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",4.18893136938248,"Michigan",2023-11-16
"FAST","","FASTENAL COMPANY",2015-10-16,"Sale","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",147.844611051311,"Florida",2023-11-16
"ESRX","","EXPRESS SCRIPTS HOLDING COMPANY",2015-10-16,"Purchase","$1,001 - $15,000","SP M81 (MERRILL LYNCH)","","K. Michael Conaway",2015-11-04,"R"," TX11","House","",-14.1003729624289,"Texas",2023-11-16
"ABM","","ABM INDUSTRIES INCORPORATED",2015-10-16,"Purchase","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-104.070093084846,"New Jersey",2023-11-16
"CHMT","","CHEMTURA CORP.",2015-10-16,"Sale","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-203.80754842772,"New Jersey",2023-11-16
"VNTV","","VANTIV, INC. CLASS A",2015-10-16,"Sale","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","","Lamar Smith",2015-11-12,"R"," TX21","House","",30.8684017474237,"Texas",2023-11-16
"LVS","","LAS VEGAS SANDS CORP.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-150.268694295261,"Florida",2023-11-16
"AN","","AUTONATION, INC.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",5.80421263683851,"Florida",2023-11-16
"ANSS","","ANSYS, INC.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",107.578824821795,"Florida",2023-11-16
"AZO","","AUTOZONE, INC.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",170.235203080286,"Florida",2023-11-16
"UNP","","UNION PACIFIC CORPORATION",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",5.55341641211183,"Florida",2023-11-16
"BAX","","BAXTER INTERNATIONAL INC.",2015-10-15,"Sale","$1,001 - $15,000","","","Raúl M. Grijalva",2015-11-02,"D"," AZ03","House","",-129.971166454522,"Arizona",2023-11-16
"WY","","WEYERHAEUSER COMPANY",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-134.818235700419,"Florida",2023-11-16
"EWBC","","EAST WEST BANCORP, INC.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-59.2022740642039,"Florida",2023-11-16
"HQL","","TEKLALIFE SCIENCES INVESTORS",2015-10-15,"Purchase","$1,001 - $15,000","","","Raúl M. Grijalva",2015-11-02,"D"," AZ03","House","",-198.449091504815,"Arizona",2023-11-16
"DORM","","DORMAN PRODUCTS, INC.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-76.6583100072627,"Florida",2023-11-16
"CE","","CELANESE CORPORATION CELANESE CORPORATION SERIES A",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-3.98848776548786,"Florida",2023-11-16
"AKAM","","AKAMAI TECHNOLOGIES, INC.",2015-10-15,"Sale","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","","Lamar Smith",2015-11-12,"R"," TX21","House","",-103.568745129345,"Texas",2023-11-16
"CGO","","CALAMOS GLOBAL TOTAL RETURN FUND",2015-10-15,"Sale","$1,001 - $15,000","","","Raúl M. Grijalva",2015-11-02,"D"," AZ03","House","",-164.459925696085,"Arizona",2023-11-16
"FDX","","FEDEX CORPORATION",2015-10-15,"Purchase","$1,001 - $15,000","","","Raúl M. Grijalva",2015-11-02,"D"," AZ03","House","",-86.9253248441147,"Arizona",2023-11-16
"ACE","","ACE LIMITED",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",8.36525776507795,"Florida",2023-11-16
"CBG","","CBRE GROUP INC COMMON STOCK CLASS A",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",5.33208868903979,"Florida",2023-11-16
"UTX","","UNITED TECHNOLOGIES CORPORATION",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-32.4939215222297,"Florida",2023-11-16
"MCK","","MCKESSON CORPORATION",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",21.9841202306508,"Florida",2023-11-16
"ROP","","ROPER TECHNOLOGIES, INC.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",59.9731938641531,"Florida",2023-11-16
"TXN","","TEXAS INSTRUMENTS INCORPORATED",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",75.6052782724023,"Florida",2023-11-16
"AMCX","","AMC NETWORKS INC. - CLASS A",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-237.265727866294,"Florida",2023-11-16
"FIVE","","FIVE BELOW, INC.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",333.540133532171,"Florida",2023-11-16
"NXPI","","NXP SEMICONDUCTORS N.V.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-0.982566298033163,"Florida",2023-11-16
"NE","","NOBLE CORPORATION ORDINARY SHARES",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",131.216114365548,"Florida",2023-11-16
"DIS","","WALT DISNEY COMPANY",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-149.679884505356,"Florida",2023-11-16
"OXY","","OCCIDENTAL PETROLEUM CORPORATION",2015-10-15,"Purchase","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-169.596616800502,"New Jersey",2023-11-16
"AAPL","","APPLE INC.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",363.828612943316,"Florida",2023-11-16
"WRK","","WESTROCK COMPANY",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-166.672756939901,"Florida",2023-11-16
"GOOG","","ALPHABET INC. - CLASS C CAPITAL STOCK",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",176.242398377121,"Florida",2023-11-16
"NKE","","NIKE, INC.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-98.7104662554769,"Florida",2023-11-16
"WDC","","WESTERN DIGITAL CORPORATION",2015-10-15,"Purchase","$50,001 - $100,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-179.737355241768,"Florida",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-15,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-224.251943405141,"Michigan",2023-11-16
"CLB","","CORE LABORATORIES N.V.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-239.38620388989,"Florida",2023-11-16
"HD","","HOME DEPOT, INC.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",52.9604386112065,"Florida",2023-11-16
"MA","","MASTERCARD INCORPORATED",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",236.295599001949,"Florida",2023-11-16
"GOOGL","","ALPHABET INC. - CLASS A",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",153.991152341626,"Florida",2023-11-16
"TJX","","TJX COMPANIES, INC.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",18.5492164022261,"Florida",2023-11-16
"PII","","POLARIS INDUSTRIES INC.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-176.694710188793,"Florida",2023-11-16
"RL","","RALPH LAUREN CORPORATION",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-98.6130677704163,"Florida",2023-11-16
"AGN","","ALLERGAN PLC ORDINARY SHARES",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-74.5092509392829,"Florida",2023-11-16
"GILD","","GILEAD SCIENCES, INC.",2015-10-15,"Purchase","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-180.941992678923,"Florida",2023-11-16
"PII","","POLARIS INDUSTRIES INC.",2015-10-14,"Purchase","$100,001 - $250,000","INVESTMENT ACCOUNT","","Richard L. Hanna",2015-11-09,"R"," NY22","House","",-180.514685141948,"New York",2023-11-16
"JPM","","JP MORGAN CHASE & CO.",2015-10-14,"Purchase","$100,001 - $250,000","INVESTMENT ACCOUNT","","Richard L. Hanna",2015-11-09,"R"," NY22","House","",59.9758170338517,"New York",2023-11-16
"DSW","","DSW INC.",2015-10-14,"Purchase","$100,001 - $250,000","INVESTMENT ACCOUNT","","Richard L. Hanna",2015-11-09,"R"," NY22","House","",-54.2193080697525,"New York",2023-11-16
"RAI","","REYNOLDS AMERICAN INC",2015-10-14,"Sale","$1,001 - $15,000","MORGAN STANLEY IRA - X141","","Lois Frankel",2015-10-19,"D"," FL22","House","",17.9794588862222,"Florida",2023-11-16
"OXY","","OCCIDENTAL PETROLEUM CORPORATION",2015-10-14,"Purchase","$1,001 - $15,000","MORGAN STANLEY IRA - X141","","Lois Frankel",2015-10-19,"D"," FL22","House","",-172.466994251114,"Florida",2023-11-16
"BABA","","ALIBABA GROUP HOLDING LIMITED AMERICAN DEPOSITARY SHARES EACH REPRESENTING ONE ORDINARY SHARE",2015-10-14,"Purchase","$15,001 - $50,000","","","James R. Langevin",2015-10-30,"D"," RI02","House","",-150.123789587678,"Rhode Island",2023-11-16
"HD","","HOME DEPOT, INC.",2015-10-14,"Purchase","$50,001 - $100,000","INVESTMENT ACCOUNT","","Richard L. Hanna",2015-11-09,"R"," NY22","House","",53.0830452236669,"New York",2023-11-16
"MAR","","MARRIOTT INTERNATIONAL - CLASS A",2015-10-14,"Purchase","$15,001 - $50,000","INVESTMENT ACCOUNT","","Richard L. Hanna",2015-11-09,"R"," NY22","House","",71.8246369227806,"New York",2023-11-16
"BPL","","BUCKEYE PARTNERS L.P.",2015-10-14,"Purchase","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-93.2176757871905,"Michigan",2023-11-16
"CAH","","CARDINAL HEALTH, INC.",2015-10-14,"Purchase","$100,001 - $250,000","INVESTMENT ACCOUNT","","Richard L. Hanna",2015-11-09,"R"," NY22","House","",-116.536430406617,"New York",2023-11-16
"XOM","","EXXON MOBIL CORPORATION",2015-10-14,"Sale","$1,001 - $15,000","MORGAN STANLEY IRA - X141","","Lois Frankel",2015-10-19,"D"," FL22","House","",-118.433839316059,"Florida",2023-11-16
"ABC","","AMERISOURCEBERGEN CORPORATION",2015-10-14,"Purchase","$15,001 - $50,000","RHIRA","","Richard L. Hanna",2015-11-09,"R"," NY22","House","",-32.379760206425,"New York",2023-11-16
"VRSK","","VERISK ANALYTICS, INC.",2015-10-14,"Sale","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","","Lamar Smith",2015-11-12,"R"," TX21","House","",39.5043507974507,"Texas",2023-11-16
"UNFI","","UNITED NATURAL FOODS, INC.",2015-10-14,"Purchase","$100,001 - $250,000","","","Richard L. Hanna",2015-11-09,"R"," NY22","House","",-234.64783820285,"New York",2023-11-16
"MJN","","MEAD JOHNSON NUTRITION COMPANY",2015-10-14,"Purchase","$100,001 - $250,000","INVESTMENT ACCOUNT","","Richard L. Hanna",2015-11-09,"R"," NY22","House","",3.35209371463467,"New York",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-14,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-228.334453146313,"Michigan",2023-11-16
"APA","","APACHE CORPORATION",2015-10-13,"Sale","$15,001 - $50,000","ANN ASHFORD STOCK ACCOUNT","","Brad Ashford",2015-10-27,"D"," NE02","House","",-184.273598669375,"Nebraska",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-13,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-228.034828328077,"Michigan",2023-11-16
"MMM","","3M COMPANY",2015-10-13,"Sale","$15,001 - $50,000","ANN ASHFORD STOCK ACCOUNT","","Brad Ashford",2015-10-27,"D"," NE02","House","",-185.620756040232,"Nebraska",2023-11-16
"BPL","","BUCKEYE PARTNERS L.P.",2015-10-13,"Purchase","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-93.1894283593814,"Michigan",2023-11-16
"PFE","","PFIZER, INC.",2015-10-13,"Purchase","$15,001 - $50,000","NEUBERGER BERMAN - TRADITIONAL IRA","","Alan S. Lowenthal",2015-10-31,"D"," CA47","House","",-171.320557477822,"California",2023-11-16
"SHW","","SHERWIN-WILLIAMS COMPANY",2015-10-13,"Purchase","$1,001 - $15,000","NEUBERGER BERMAN - TRADITIONAL IRA","","Alan S. Lowenthal",2015-10-31,"D"," CA47","House","",153.916682711107,"California",2023-11-16
"JNJ","","JOHNSON & JOHNSON",2015-10-13,"Sale","$15,001 - $50,000","NEUBERGER BERMAN - TRADITIONAL IRA","","Alan S. Lowenthal",2015-10-31,"D"," CA47","House","",-90.3182959996048,"California",2023-11-16
